Project,sha,class_,method
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.RecommendToAnonymousTest,testRecommendToAnonymous
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.RecommendToAnonymousTest,testRescorer
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.RecommendToManyTest,testConsiderKnownItems
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.RecommendToManyTest,testHowMany
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.RecommendToManyTest,testOffset
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.RecommendToManyTest,testRecommendToMany
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.RecommendToManyTest,testRescorer
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.SimilarityTest,testHowMany
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.SimilarityTest,testOffset
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.SimilarityTest,testRescorer
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.als.SimilarityTest,testSimilarItems
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.rdf.ClassificationDistributionTest,testDistribution
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.app.serving.rdf.ClassificationDistributionTest,testDistribution2
oryx,7ab42c4fedc1e71eb93891ab572dda34b44ee325,com.cloudera.oryx.common.text.TextUtilsTest,testJoinPMMLDelimited
oryx,86d4faa476e238a78803c7daae0b1b5d3fd62931,com.cloudera.oryx.app.speed.rdf.RDFSpeedIT,testRDFSpeedClassification
oryx,9a41487ec27047b3c4e5aaadfb3fd0b72bceb1a5,com.cloudera.oryx.app.speed.als.ALSSpeedIT,testALSSpeed
oryx,a351b8ea31d0b9818b47f052e6b33ef147904bf9,com.cloudera.oryx.app.speed.rdf.RDFSpeedIT,testRDFSpeedClassification
oryx,aedeaf59cb865c44f12db297a852e0ee43d6d317,com.cloudera.oryx.app.speed.rdf.RDFSpeedIT,testRDFSpeedClassification
oryx,be3d1888ff0c8ba09475da6ccab14b56102ca8ce,com.cloudera.oryx.app.speed.als.ALSSpeedIT,testALSSpeed
oryx,c530d925c30a406a19475d435c15d1fdd9fb9643,com.cloudera.oryx.common.io.IOUtilsTest,testDistinctFreePorts
oryx,f1f3938b461ea318a99769c990229c514666f8a9,com.cloudera.oryx.app.speed.als.ALSSpeedIT,testALSSpeed
oryx,f37e9150cca8f2f7b41e370587005ad14b6f9d91,com.cloudera.oryx.kafka.util.ProduceConsumeIT,testProduceConsume
oryx,f37e9150cca8f2f7b41e370587005ad14b6f9d91,com.cloudera.oryx.lambda.speed.SpeedLayerIT,testSpeedLayer
